Date(GMT),Date(Local),Time(sec),Latitude,Longitude,Horizontal Accuracy(m),Altitude(m),Vertical Accuracy(m),Distance(m),Speed(m/s),Average Speed(m/s),Course(deg),True Heading(deg),Magnetic Heading(deg),Heading Accuracy(deg),Glide Ratio
2016-11-04 12:10:26.00,2016-11-04 07:10:26.00,364.4498574733734,46.801077,-92.113374,5,364.338623046875,3,429.6199539858426,0.9200000166893005,1.005473122593167,7.03125,15.63397312164307,16.56126976013184,20,5.004180803029564
2016-11-04 12:10:31.00,2016-11-04 07:10:31.00,369.4498576521873,46.801128,-92.113377,5,365.6533813476562,3,435.3161132052349,0.9900000095367432,1.005473122593167,10.546875,21.784423828125,22.71171951293945,20,5.482317647600847
2016-11-04 12:10:35.15,2016-11-04 07:10:35.15,369.4498576521873,46.801128,-92.113377,5,365.198486328125,3,435.3161132052349,0.9900000095367432,0.9630653263818312,10.546875,21.784423828125,22.71171951293945,20,5.482317647600847
2016-11-04 12:10:36.00,2016-11-04 07:10:36.00,374.4498571753502,46.801175,-92.113344,5,366.15087890625,3,441.1925775473766,1.120000004768372,0.9630653263818312,43.2421875,77.46028900146484,78.38758850097656,20,5.198972396724114
2016-11-04 12:10:40.00,2016-11-04 07:10:40.00,378.449856877327,46.801193,-92.113280,5,366.65478515625,3,446.4500217168567,1.230000019073486,0.9630653263818312,70.3125,100.1118850708008,101.0391845703125,20,5.70383535441546
2016-11-04 12:10:44.00,2016-11-04 07:10:44.00,382.449856877327,46.801179,-92.113205,5,366.93212890625,3,452.3226419659971,1.129999995231628,0.9630653263818312,107.2265625,110.7849502563477,111.7122497558594,20,6.44185923900572
2016-11-04 12:10:49.00,2016-11-04 07:10:49.00,387.4498572349548,46.801159,-92.113145,5,366.9097900390625,3,457.4601683121083,0.8600000143051147,0.9630653263818312,105.1171875,114.3316879272461,115.2589874267578,20,7.668704781063158
2016-11-04 12:10:50.16,2016-11-04 07:10:50.16,387.4498572349548,46.801159,-92.113145,5,366.9097900390625,3,457.4601683121083,0.8600000143051147,0.8500873886886121,105.1171875,114.3316879272461,115.2589874267578,20,7.668704781063158
2016-11-04 12:10:54.00,2016-11-04 07:10:54.00,392.4498580098152,46.801145,-92.113073,5,366.0484619140625,3,463.1579131012514,1,0.8500873886886121,105.1171875,114.8723220825195,115.7996215820312,20,10.45419195301412
2016-11-04 12:10:59.00,2016-11-04 07:10:59.00,397.4498574137688,46.801137,-92.113004,5,366.3101806640625,3,468.459840181401,0.8999999761581421,0.8500873886886121,105.1171875,109.31201171875,110.2393112182617,20,15.19852334111546
